"sensitivity","type","pressure","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
-35.0045100125574,"A","Low",0.388554459691911,0.178254322088359,1.08305816173084,0.984003229304634,-0.478926330551802,0.763993776051737,-1.64329640167232,0.410260256463516,-0.489371024856497,-0.0271123506644953,2.56523781068924,0.158850180082569,0.00293071073157038,0.414046450239444,0.161228844899912,-0.088291764830713,-0.542669173095971,0.671627479850086
-19.0083036559359,"A","Low",1.32924963453161,2.1765764989388,-1.13416634464448,0.161031060634421,1.29658475475208,0.940479841827444,0.726187485183432,-1.68610070482039,-1.26953832078111,-0.806456994394769,-0.947186587675729,-0.407604967447092,-0.831352900353731,-1.01588214608733,-1.77207401206103,-0.851957055680683,-1.02734403173638,-0.15888956641837
-22.9386687875601,"C","Low",-0.0780379592228282,-1.03532541534334,1.63939994727855,-0.735718019692262,0.194749936099429,0.118689559205971,1.55768603252469,0.882551005774626,-1.2704234825276,1.08741922159908,-0.46746268911934,0.288544526419831,-0.347136076347612,0.474449564254287,-1.44328923025979,-0.0919580948354901,1.44246379215386,1.4307428547718
-25.8408598630724,"B","Low",1.06786222554256,-0.963499083868921,0.896634057253062,0.897452344427171,1.38792011054732,-1.18106534180497,-1.02358694421546,-1.20678842563397,0.460471206589586,-0.495536857256883,-1.17132391102963,-0.777820044666839,-0.415886564892893,0.518235635955078,0.0574905501166892,-0.413321767109809,-0.299269450600601,-0.713741537670335
-31.666275032004,"A","Low",-0.647135580065748,0.832282595264365,1.96684746905651,0.608461253104475,-1.55049728039977,-0.120582778408738,0.0705079020462405,-0.167920877140703,-0.306864467724351,-0.122547061461766,1.10730071104035,-1.23700518837979,0.133131052371821,0.342662580150488,-0.294741573129657,-0.812406520999537,1.59155593124195,2.34090808389615
-6.15286069954251,"A","Low",1.44726576684543,-0.854812020215949,0.434202418715661,0.171558824396601,-1.59587003485951,-0.231104606608821,0.670643146982394,0.394995940572297,0.0184839964861046,0.131019747646375,0.983453926524568,0.955887056617612,0.311241388951541,1.30824306028179,0.448287550900417,0.325778685599688,-0.477614907117221,-0.958241787296946
10.028102927778,"C","Low",-0.295068879423137,-1.90167408935838,-0.266833648721098,0.518169326161004,2.11912155666515,1.80542871990379,-0.0991408272799741,-1.08740092684163,0.0381060004454335,-1.71989100325605,-1.17853261137526,-1.09461543789409,0.230020157220469,1.03836096053902,-0.909223088917867,1.25489538008451,-1.49782354713284,1.2727002164839
-8.40775040321761,"A","Low",-0.257069923898074,-0.717552123159869,-1.16400473079095,-0.816537769205254,1.60552412330664,-1.61880085848164,0.115207008114594,0.36375195602947,-1.3395525881996,-0.345801172029932,-0.308959692665681,0.839982419190906,0.975583175721942,-0.157510661321745,1.05687777208197,-0.381411851555787,0.383491815399438,0.137053161550914
-16.9065410662865,"B","Low",-0.939155151050187,-0.539411824773062,0.329404961482838,-0.112144287158197,-2.23753826450673,0.505662176959543,-1.02182738907093,1.08775177741751,-0.2094913414005,-0.686132116556052,0.157645719171553,0.199995361963281,-0.938781019255387,-0.834393513765934,1.14525278376176,0.433831279574821,1.03006000699615,-0.719461308684038
-32.7561323090383,"A","Low",-0.617662880791346,-0.471152320105937,0.181813060185013,0.129770967856597,-0.561329509308022,-0.925117380290624,0.32613851434294,-1.05503722364314,-0.117280623822904,0.79038235000823,0.149691274448022,0.0900756661245506,0.78838631854982,-1.05224046903824,-0.64092317204304,-0.426638879007368,1.73019318413168,-0.370831027632861
22.5788287919209,"C","Low",0.0437347740108499,-0.470735811438842,-0.141961367886309,0.364690187789131,-0.142265320713107,-0.00140188208080008,0.233062109126694,0.43722970597865,-2.21003569081052,0.314850497253188,0.200809761688732,-0.035620679944275,-0.0783615063334612,-0.15294538694792,0.640043615027713,0.0461089273205655,-0.189904037583455,0.677636259612436
-17.7046147558696,"C","High",1.13649941324133,0.27866503897809,0.698980269947897,2.33183625660946,-2.33241771954204,-0.618779685055686,0.0437997502927218,-0.159783356015248,-0.0669322557502187,-0.631926011564948,-0.0100118467970952,-0.336611193725299,-0.715838757595336,-0.764341391882473,-0.453270929736886,-0.125116925342453,0.801047654825382,-2.29716166405731
3.23026479505673,"C","High",-1.63404669653173,1.59146295892813,-0.515740513156667,-0.041531179515047,-1.93556951591743,0.248930815529337,1.39508226155049,0.819097558488265,-0.73188337055255,0.266387164396845,-1.99875184492383,-0.804126525604625,-1.6115398472677,0.161484877226776,0.455730214183713,-0.677646988944801,0.0242324946488122,-2.08696856036928
-11.7917902354923,"B","High",-0.482702451072809,0.705239884588572,0.149504893796213,0.382566902223877,-1.50465699590125,-0.833218281123664,1.79251925443243,0.475957345172704,0.758964903536369,-0.129834910468044,0.944748307956929,-0.235242757856258,-1.37139449029454,0.915726798344084,-0.393457621853509,0.310993990139383,0.75303783679111,0.358500813916401
-3.68011531424022,"B","High",0.290388096453936,0.590211353868284,-1.54856539620614,0.721197496990339,-0.136310119675837,0.207711993028203,0.365210921988897,0.584827946024674,-2.69487398783368,-1.24950282890971,-0.0376827852354165,1.08142839787774,0.413672344020264,-0.963777204214902,-0.281761729702925,1.34874338676657,-0.15014527018706,0.0583217014131749
6.28319083051495,"C","High",-0.904060598690053,0.504553184756335,1.35870004463737,-0.309271738725503,-1.04184469899811,0.214476457478093,1.24094877257969,-0.16092166020115,1.77390020280905,-0.74617612405726,-0.133726627690953,0.630088491318442,-1.02277712566042,1.74578532025924,-1.39037340404771,-1.39711632487805,-1.06464404251431,1.62914773679354
-35.0361112903239,"B","High",1.34760561880797,0.850306492575251,0.986906807442361,0.255776390420471,2.25805003349967,0.111428880957102,-0.0284342579414868,1.26954971114695,0.139315092086069,-0.668085934965175,-0.293495039703959,0.662004507017064,0.518429449034289,0.759310757750247,1.26884817353347,-0.140348459710711,1.7866632410139,0.908255587888314
-22.0031715704842,"B","High",-1.39331508197788,0.126091975001731,1.31959402097614,0.340424405347442,0.285849158641125,-0.765229828461658,-0.72548967660694,1.05776212596889,0.721128409375785,1.06778239454397,0.124773540136844,0.665197815953932,1.04987426491836,2.29882739606366,1.6843176632315,-1.3866643507236,0.460338796328002,-0.794823708126452
24.02742345199,"A","Low",-1.3964982899978,-1.29688345342358,-1.31175194177416,-0.779524622366694,0.714339680045224,0.10928162149173,-0.131615147759059,-1.4914707362483,0.950634168728529,0.875691039531629,-0.325345529950345,-0.678236763201552,-0.106747073351002,-0.835373273639586,-0.340446856190236,1.1966165692594,0.639786885456241,-0.157676355275583
-30.6228562148195,"B","Low",0.355571892485244,-1.22153736229256,1.5040254614758,-0.609675707728737,0.1627140781145,0.472872292372519,-0.301758726224803,0.0701949857281869,-0.904761750132403,-0.321759239326471,0.111453512372907,0.796073697136664,-0.45481941457072,0.37179186803255,-0.389317298801417,1.57565344596388,0.699815622900583,-1.04723192814095
1.11040270182278,"C","High",-0.395578725950495,-0.91465997372431,-0.89898523047311,-0.875989574143928,1.77433154912103,-0.753927524340905,0.244107679605595,-2.24094812730817,-0.742225347231993,-0.0111332178488955,0.906338011546254,0.560707860926489,0.281842739541696,0.651174328071267,0.665704738480006,0.124350496578059,0.592197574095792,0.789278267221177
14.8080954887676,"A","Low",-1.15523176709634,2.01760615522105,0.862106535443887,-2.47684322858684,1.23365106719232,0.225397316134109,1.55103996301822,0.512129137835906,0.125672006333632,1.0544427974219,-1.19262426457024,1.14714755264919,0.0711351718752146,-0.114535887193803,0.610575506378912,-0.0136644832156352,0.495704891263423,1.01564670599755
